timestamp,elapsed_time(s),marker_id,distance(m),x(m),y(m),z(m),roll(deg),pitch(deg),yaw(deg)
2025-10-21 20:26:33.593,21.344,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:33.694,21.444,0,0.3023,0.0095,-0.0209,0.3014,-170.36,11.12,1.56
2025-10-21 20:26:33.827,21.578,0,0.3023,0.0095,-0.0209,0.3014,-170.36,11.12,1.56
2025-10-21 20:26:33.960,21.710,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:34.060,21.811,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:34.162,21.912,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:34.295,22.045,0,0.3023,0.0095,-0.0209,0.3014,-170.36,11.12,1.56
2025-10-21 20:26:34.427,22.178,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:34.530,22.280,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:34.698,22.448,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:34.828,22.578,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:34.964,22.715,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:35.096,22.846,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:35.231,22.981,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:35.362,23.113,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:35.463,23.213,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:35.596,23.346,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:35.729,23.479,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:35.862,23.612,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:35.964,23.714,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:36.064,23.815,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:36.199,23.949,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:36.330,24.080,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:36.431,24.181,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:36.533,24.283,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:36.665,24.415,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:36.800,24.550,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:36.930,24.681,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:37.031,24.782,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:37.164,24.914,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:37.265,25.015,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:37.399,25.149,0,0.3023,0.0095,-0.0209,0.3014,-170.36,11.12,1.56
2025-10-21 20:26:37.532,25.283,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:37.664,25.414,0,0.3023,0.0095,-0.0209,0.3014,-170.36,11.12,1.56
2025-10-21 20:26:37.765,25.515,0,0.3023,0.0095,-0.0209,0.3014,-170.36,11.12,1.56
2025-10-21 20:26:37.865,25.616,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:37.969,25.720,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:38.071,25.821,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:38.197,25.947,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:38.299,26.049,0,0.3028,0.0095,-0.0207,0.3020,179.48,10.48,-0.06
2025-10-21 20:26:38.400,26.150,0,0.3028,0.0095,-0.0207,0.3020,179.48,10.48,-0.06
2025-10-21 20:26:38.500,26.250,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:38.633,26.383,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:38.735,26.485,0,0.3028,0.0095,-0.0207,0.3020,179.48,10.48,-0.06
2025-10-21 20:26:38.865,26.616,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:38.966,26.716,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:39.067,26.817,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:39.201,26.951,0,0.3028,0.0095,-0.0207,0.3020,179.48,10.48,-0.06
2025-10-21 20:26:39.333,27.083,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:39.434,27.184,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:39.535,27.286,0,0.3023,0.0095,-0.0209,0.3014,-170.36,11.12,1.56
2025-10-21 20:26:39.665,27.415,0,0.3028,0.0095,-0.0207,0.3020,179.48,10.48,-0.06
2025-10-21 20:26:39.771,27.521,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:39.901,27.651,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:40.032,27.782,0,0.3028,0.0095,-0.0207,0.3020,179.48,10.48,-0.06
2025-10-21 20:26:40.132,27.883,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:40.266,28.016,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:40.368,28.118,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:40.472,28.222,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:40.600,28.350,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:40.734,28.484,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:40.834,28.584,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:40.967,28.718,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:41.099,28.850,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:41.237,28.988,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:41.367,29.117,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
2025-10-21 20:26:41.470,29.220,0,0.3004,0.0095,-0.0206,0.2995,-177.06,-8.85,-0.58
